review_id,source,post_date,rating,theme,theme_name,is_question,text,tokens,token_text,sentiment,sent_band,lda_topic,rating_num,mined_theme
R0105,华为应用市场,2025-08-11,5.0,praise,正向评价,0,小卖家一枚，免费版就够用，小卖家福音，客服回复也及时，五星，老板已经在问我了,"['一枚', '免费版', '够用', '福音', '客服', '回复', '及时', '五星']",一枚 免费版 够用 福音 客服 回复 及时 五星,0.163,负面,其他使用体验,5.0,客服与工单
R0326,App Store,2025-07-12,1.0,order_sync,订单漏单/同步延迟,0,求助，订单备注同步不过来，买家留言的赠品要求看不到，差评警告,"['订单', '备注', '同步', '过来', '留言', '赠品', '要求', '看不到', '差评', '警告']",订单 备注 同步 过来 留言 赠品 要求 看不到 差评 警告,0.002,负面,价格与收费,1.0,订单同步与处理
R0642,官方社区,2025-07-29,3.0,praise,正向评价,0,求助，中规中矩不出错，跨境工具里算第一梯队,"['中规中矩', '出错', '跨境', '工具', '里算', '第一', '梯队']",中规中矩 出错 跨境 工具 里算 第一 梯队,0.968,正面,其他使用体验,3.0,正向评价
R0965,小红书,2025-08-19,2.0,support,客服响应慢/处理周期长,0,老用户说句公道话，售后工单解决一个问题平均要两天，期间订单发不出去,"['说句', '售后', '工单', '解决', '平均', '期间', '订单', '出去']",说句 售后 工单 解决 平均 期间 订单 出去,0.001,负面,价格与收费,2.0,订单同步与处理
R0454,官方社区,2025-06-10,4.0,finance,对账与财务能力弱,0,客观说一句，报表够用但不灵活，想要的维度得找客服定制导出！！！,"['报表', '够用', '灵活', '想要', '维度', '客服', '定制', '导出']",报表 够用 灵活 想要 维度 客服 定制 导出,0.036,负面,其他使用体验,4.0,客服与工单
R0235,App Store,2025-03-09,4.0,listing,刊登与商品管理问题,0,真的服了，采集搬家加批量刊登效率很高，上新品速度快一倍 有没有同款情况的卖家,"['采集', '搬家', '批量', '刊登', '效率', '新品', '速度', '一倍', '有没有']",采集 搬家 批量 刊登 效率 新品 速度 一倍 有没有,0.088,负面,多平台库存/超卖,4.0,刊登与商品
R0680,小红书,2025-08-22,1.0,inventory,多平台库存不同步/超卖,0,小卖家一枚，安全库存设了不提醒，断货两天才发现，大家注意避坑,"['一枚', '安全库存', '提醒', '断货']",一枚 安全库存 提醒 断货,0.006,负面,客服与工单,1.0,多平台库存/超卖
R0203,小米应用商店,2025-04-11,1.0,stability,系统卡顿/大促不稳定,0,说实话，闪退频繁，打单打到一半闪退，面单号都浪费了，大家注意避坑,"['说实话', '闪退', '频繁', '单打', '一半', '闪退', '面单', '浪费']",说实话 闪退 频繁 单打 一半 闪退 面单 浪费,0.0,负面,物流同步与回传,1.0,物流同步与回传
R0548,官方社区,2025-07-17,5.0,logistics,物流单号同步慢/回传失败,0,求助，批量打单加自动回传，旺季一天三千单也没出错，大家注意避坑,"['批量', '打单', '回传', '一天', '三千', '出错']",批量 打单 回传 一天 三千 出错,0.003,负面,其他使用体验,5.0,物流同步与回传
R0789,知乎,2025-06-04,5.0,praise,正向评价,0,说实话，多店铺多平台统一管理，TikTok Shop扩店一点不慌,"['说实话', '统一', '管理', 'TikTok', 'Shop', '扩店', '一点']",说实话 统一 管理 TikTok Shop 扩店 一点,0.328,负面,物流同步与回传,5.0,正向评价
R0693,知乎,2025-07-24,2.0,logistics,物流单号同步慢/回传失败,0,说实话，换邮政小包之后单号经常回传失败，要手动一个个补,"['说实话', '邮政', '小包', '回传失败', '一个个']",说实话 邮政 小包 回传失败 一个个,0.01,负面,客服与工单,2.0,物流同步与回传
R0052,小红书,2025-03-31,1.0,finance,对账与财务能力弱,0,吐槽一下，物流费只能对总金额，单号维度对不了，差异查不到，半夜还在手动补，老板已经在问我了,"['物流', '总金额', '维度', '不了', '差异', '查不到']",物流 总金额 维度 不了 差异 查不到,0.0,负面,多平台库存/超卖,1.0,物流同步与回传
R0154,知乎,2025-05-03,5.0,praise,正向评价,0,小卖家一枚，手机端查订单看数据方便，出差也能盯店铺，大家注意避坑,"['一枚', '端查', '订单', '数据', '方便', '出差']",一枚 端查 订单 数据 方便 出差,0.028,负面,价格与收费,5.0,订单同步与处理
R0782,知乎,2025-05-03,2.0,inventory,多平台库存不同步/超卖,0,吐槽一下，FBA仓和自营仓库存分开看，每次都要自己加总，大家注意避坑🤦,"['FBA', '自营', '仓库', '分开', '每次', '加总']",FBA 自营 仓库 分开 每次 加总,0.022,负面,客服与工单,2.0,多平台库存/超卖
R0703,小红书,2025-08-27,2.0,onboarding,上手成本高/引导不足,0,吐槽一下，开通几十周了订单都没跑通，也没人主动跟进,"['开通', '几十', '订单', '没人', '主动', '跟进']",开通 几十 订单 没人 主动 跟进,0.016,负面,价格与收费,2.0,订单同步与处理
R0329,华为应用市场,2025-08-11,3.0,logistics,物流单号同步慢/回传失败,0,客观说一句，物流同步基本能用，就是4PX偶尔慢一点，手动刷新就好，老板已经在问我了,"['物流', '同步', '基本', '4PX', '偶尔', '一点', '刷新']",物流 同步 基本 4PX 偶尔 一点 刷新,0.017,负面,其他使用体验,3.0,物流同步与回传
R0340,华为应用市场,2025-04-11,3.0,inventory,多平台库存不同步/超卖,0,小卖家一枚，功能有但配置复杂，研究了两天才搞懂可售和可用的区别，大家注意避坑,"['一枚', '复杂', '搞懂', '可售', '可用', '区别']",一枚 复杂 搞懂 可售 可用 区别,0.374,负面,其他使用体验,3.0,多平台库存/超卖
R0595,官方社区,2025-04-14,2.0,inventory,多平台库存不同步/超卖,0,用了大半年，多平台库存根本不同步，TikTok Shop卖超了系统里还有货，有用点个赞,"['大半年', '多平台库存', '同步', 'TikTok', 'Shop', '卖超', '还有', '点个']",大半年 多平台库存 同步 TikTok Shop 卖超 还有 点个,0.507,中性,物流同步与回传,2.0,多平台库存/超卖
R0656,知乎,2025-06-14,3.0,pricing,价格与收费争议,0,功能确实多但用不上的也打包收费，希望模块化自选，老板已经在问我了,"['用不上', '打包', '收费', '希望', '模块化', '自选']",用不上 打包 收费 希望 模块化 自选,0.2,负面,多平台库存/超卖,3.0,价格与收费
R0242,知乎,2025-04-28,3.0,listing,刊登与商品管理问题,0,说实话，小语种翻译质量一般，还得自己润色,"['说实话', '语种', '翻译', '质量', '一般', '润色']",说实话 语种 翻译 质量 一般 润色,0.74,正面,其他使用体验,3.0,刊登与商品
R0182,小米应用商店,2025-08-13,1.0,support,客服响应慢/处理周期长,0,求助，报错了找客服来回踢皮球，十几天没解决，平台扣分扣到肉疼,"['报错', '客服', '来回', '踢皮球', '十几天', '解决']",报错 客服 来回 踢皮球 十几天 解决,0.0,负面,其他使用体验,1.0,客服与工单
R0526,App Store,2025-03-11,3.0,pricing,价格与收费争议,0,功能确实多但用不上的也打包收费，希望模块化自选，有用点个赞,"['用不上', '打包', '收费', '希望', '模块化', '自选', '点个']",用不上 打包 收费 希望 模块化 自选 点个,0.907,正面,多平台库存/超卖,3.0,价格与收费
R0964,官方社区,2025-05-17,3.0,praise,正向评价,0,真的服了，中规中矩不出错，跨境工具里算第一梯队 有没有同款情况的卖家,"['中规中矩', '出错', '跨境', '工具', '里算', '第一', '梯队', '有没有']",中规中矩 出错 跨境 工具 里算 第一 梯队 有没有,0.93,正面,其他使用体验,3.0,正向评价
R0638,App Store,2025-04-01,1.0,pricing,价格与收费争议,0,求助，旺季临时加席位比平时贵一倍，趁火打劫吗，退款退到麻木,"['临时', '席位', '平时', '一倍', '趁火打劫', '退款', '麻木']",临时 席位 平时 一倍 趁火打劫 退款 麻木,0.014,负面,多平台库存/超卖,1.0,价格与收费
R0801,小红书,2025-04-13,5.0,logistics,物流单号同步慢/回传失败,0,旺季实测，批量打单加自动回传，旺季一天三千单也没出错😭,"['批量', '打单', '回传', '一天', '三千', '出错']",批量 打单 回传 一天 三千 出错,0.268,负面,其他使用体验,5.0,物流同步与回传
R0268,小米应用商店,2025-08-23,1.0,inventory,多平台库存不同步/超卖,0,用了大半年，多平台库存根本不同步，虾皮卖超了系统里还有货，半夜还在手动补，大家注意避坑,"['大半年', '多平台库存', '同步', '虾皮', '卖超', '还有']",大半年 多平台库存 同步 虾皮 卖超 还有,0.0,负面,物流同步与回传,1.0,多平台库存/超卖
R0001,官方社区,2025-05-29,5.0,logistics,物流单号同步慢/回传失败,0,云帆对接的物流渠道是真的全，CNE一键下单打单很顺！！！😤,"['云帆', '对接', '物流', '渠道', 'CNE', '一键', '单打']",云帆 对接 物流 渠道 CNE 一键 单打,0.734,正面,其他使用体验,5.0,物流同步与回传
R0813,官方社区,2025-07-15,1.0,order_sync,订单漏单/同步延迟,0,小卖家一枚，亚马逊多属性订单同步过来规格全乱，发错颜色十几次，老板已经在问我了,"['一枚', '亚马逊', '属性', '订单同步', '过来', '规格', '全乱', '发错', '颜色', '十几次']",一枚 亚马逊 属性 订单同步 过来 规格 全乱 发错 颜色 十几次,0.606,正面,客服与工单,1.0,订单同步与处理
R1022,App Store,2025-07-16,4.0,inventory,多平台库存不同步/超卖,0,用了大半年，超卖预警救了我好几次，库存一到阈值自动下架，Lazada评分稳了 啊,"['大半年', '超卖', '预警', '几次', '库存', '一到', '阈值', '下架', 'Lazada', '评分']",大半年 超卖 预警 几次 库存 一到 阈值 下架 Lazada 评分,0.411,中性,多平台库存/超卖,4.0,多平台库存/超卖
R0296,官方社区,2025-06-01,5.0,stability,系统卡顿/大促不稳定,0,求助，Prime Day当天单量翻五倍系统也扛住了，稳定性可以，老板已经在问我了,"['Prime', 'Day', '单量', '五倍', '稳定性']",Prime Day 单量 五倍 稳定性,0.029,负面,其他使用体验,5.0,正向评价
R0303,小米应用商店,2025-05-01,3.0,stability,系统卡顿/大促不稳定,1,导出几万行报表总是超时，有分批导出的办法吗？,"['导出', '几万', '报表', '总是', '超时', '分批', '导出', '办法']",导出 几万 报表 总是 超时 分批 导出 办法,0.016,负面,其他使用体验,3.0,系统稳定性
R0715,App Store,2025-05-28,1.0,finance,对账与财务能力弱,0,小卖家一枚，物流费只能对总金额，单号维度对不了，差异查不到，平台扣分扣到肉疼,"['一枚', '物流', '总金额', '维度', '不了', '差异', '查不到']",一枚 物流 总金额 维度 不了 差异 查不到,0.002,负面,多平台库存/超卖,1.0,物流同步与回传
R0662,小米应用商店,2025-03-06,4.0,stability,系统卡顿/大促不稳定,0,真的服了，用了两年基本没宕过机，比之前换的那家强太多无语了,"['两年', '基本', '没宕', '过机', '那家', '强太多', '无语']",两年 基本 没宕 过机 那家 强太多 无语,0.022,负面,客服与工单,4.0,未分类
R0768,小红书,2025-07-26,2.0,pricing,价格与收费争议,0,用了大半年，按席位收费太贵，客服仓库就用个打单也要全价席位，平台扣分扣到肉疼 有没有同款情况的卖家,"['大半年', '席位', '收费', '太贵', '客服', '仓库', '用个', '打单', '全价', '席位', '有没有']",大半年 席位 收费 太贵 客服 仓库 用个 打单 全价 席位 有没有,0.001,负面,价格与收费,2.0,价格与收费
R0258,小红书,2025-07-21,1.0,inventory,多平台库存不同步/超卖,0,安全库存设了不提醒，断货半天才发现 有没有同款情况的卖家,"['安全库存', '提醒', '断货', '有没有']",安全库存 提醒 断货 有没有,0.003,负面,客服与工单,1.0,多平台库存/超卖
R0224,知乎,2025-08-22,3.0,finance,对账与财务能力弱,1,利润报表的广告费从哪取数？为什么和手动算的有差？,"['利润报表', '广告费', '取数']",利润报表 广告费 取数,0.014,负面,其他使用体验,3.0,财务对账
R0733,官方社区,2025-07-08,2.0,order_sync,订单漏单/同步延迟,0,黑五那几天订单堆积同步不过来，手动导单导到怀疑人生，半夜还在手动补，大家注意避坑无语了,"['黑五', '几天', '订单', '堆积', '同步', '过来', '导单', '导到', '怀疑', '人生', '无语']",黑五 几天 订单 堆积 同步 过来 导单 导到 怀疑 人生 无语,0.003,负面,价格与收费,2.0,订单同步与处理
R0796,小米应用商店,2025-05-13,4.0,support,客服响应慢/处理周期长,0,用了大半年，客服态度还行就是专业度参差，复杂问题得等他们问技术,"['大半年', '客服', '态度', '参差', '复杂', '技术']",大半年 客服 态度 参差 复杂 技术,0.022,负面,其他使用体验,4.0,客服与工单
R0316,知乎,2025-06-01,3.0,pricing,价格与收费争议,0,吐槽一下，功能确实多但用不上的也打包收费，希望模块化自选 有没有同款情况的卖家,"['用不上', '打包', '收费', '希望', '模块化', '自选', '有没有']",用不上 打包 收费 希望 模块化 自选 有没有,0.171,负面,多平台库存/超卖,3.0,价格与收费
R0270,知乎,2025-06-19,1.0,listing,刊登与商品管理问题,0,小语种翻译机翻味太重，还得自己重新润色，仓库白忙一场，大家注意避坑,"['语种', '翻译机', '翻味', '太重', '重新', '润色', '仓库', '白忙', '一场']",语种 翻译机 翻味 太重 重新 润色 仓库 白忙 一场,0.055,负面,其他使用体验,1.0,刊登与商品
R0844,华为应用市场,2025-07-26,5.0,pricing,价格与收费争议,0,年付折扣可以，客服还帮忙申请了老客户优惠，老板已经在问我了,"['年付', '折扣', '客服', '帮忙', '申请', '老客户', '优惠']",年付 折扣 客服 帮忙 申请 老客户 优惠,0.001,负面,物流同步与回传,5.0,客服与工单
R0530,官方社区,2025-03-01,5.0,praise,正向评价,0,用了大半年，客户成功团队专业，季度回访还给优化建议，不像别家收钱就消失，大家注意避坑,"['大半年', '客户', '回访', '还给', '不像', '别家', '收钱']",大半年 客户 回访 还给 不像 别家 收钱,0.002,负面,其他使用体验,5.0,正向评价
R0346,小红书,2025-06-10,2.0,order_sync,订单漏单/同步延迟,0,说实话，合单拆单逻辑乱，同一买家两单合了之后库存扣错,"['说实话', '合单', '拆单', '逻辑', '同一', '单合', '库存', '扣错']",说实话 合单 拆单 逻辑 同一 单合 库存 扣错,0.001,负面,其他使用体验,2.0,订单同步与处理
R0645,小红书,2025-03-09,4.0,pricing,价格与收费争议,1,席位可以按月增减吗？旺季想临时加几个,"['席位', '增减', '临时', '几个']",席位 增减 临时 几个,0.229,负面,多平台库存/超卖,4.0,价格与收费
R0042,App Store,2025-07-19,2.0,onboarding,上手成本高/引导不足,0,用了大半年，上手太难了，功能入口藏得深，新运营培训一周还是懵，差评警告,"['大半年', '上手', '太难', '入口', '藏得', '运营', '培训', '一周', '差评', '警告']",大半年 上手 太难 入口 藏得 运营 培训 一周 差评 警告,0.714,正面,客服与工单,2.0,上手与培训
R0681,官方社区,2025-07-16,5.0,finance,对账与财务能力弱,1,多店铺共用一个支付账户能分开核算利润吗？,"['共用', '支付', '账户', '分开', '核算', '利润']",共用 支付 账户 分开 核算 利润,0.005,负面,客服与工单,5.0,财务对账
R0523,知乎,2025-07-20,1.0,stability,系统卡顿/大促不稳定,0,客观说一句，导出报表经常超时，数据量一大就报错，半夜还在手动补！！！,"['导出', '报表', '超时', '数据量', '一大', '报错']",导出 报表 超时 数据量 一大 报错,0.003,负面,其他使用体验,1.0,系统稳定性
R0759,知乎,2025-05-09,1.0,listing,刊登与商品管理问题,0,老用户说句公道话，小语种翻译机翻味太重，还得自己重新润色！！！,"['说句', '语种', '翻译机', '翻味', '太重', '重新', '润色']",说句 语种 翻译机 翻味 太重 重新 润色,0.071,负面,其他使用体验,1.0,刊登与商品
R0264,App Store,2025-06-23,1.0,listing,刊登与商品管理问题,0,真的服了，eBay类目对不上，刊登被退回说属性缺失,"['eBay', '类目', '对不上', '刊登', '退回', '属性', '缺失']",eBay 类目 对不上 刊登 退回 属性 缺失,0.001,负面,其他使用体验,1.0,刊登与商品
R0117,官方社区,2025-05-06,5.0,inventory,多平台库存不同步/超卖,0,超卖预警救了我好几次，库存一到阈值自动下架，虾皮评分稳了,"['超卖', '预警', '几次', '库存', '一到', '阈值', '下架', '虾皮', '评分']",超卖 预警 几次 库存 一到 阈值 下架 虾皮 评分,0.069,负面,多平台库存/超卖,5.0,多平台库存/超卖
R0159,知乎,2025-08-13,2.0,logistics,物流单号同步慢/回传失败,0,物流轨迹更新延迟一个小时，买家问货到哪了我比他还懵服了,"['物流轨迹', '更新', '延迟', '问货到', '懵服']",物流轨迹 更新 延迟 问货到 懵服,0.029,负面,其他使用体验,2.0,物流同步与回传
R0603,小米应用商店,2025-05-23,2.0,stability,系统卡顿/大促不稳定,0,同步任务动不动失败，得手动重跑，晚上都不敢下班服了,"['同步', '任务', '动不动', '失败', '重跑', '下班']",同步 任务 动不动 失败 重跑 下班,0.009,负面,多平台库存/超卖,2.0,未分类
R0095,知乎,2025-07-26,1.0,logistics,物流单号同步慢/回传失败,0,用了大半年，ERP显示已发货，Shopee后台还是待发货，单号丢了十几单，买家天天催发货，老板已经在问我了,"['大半年', 'ERP', '显示', '发货', 'Shopee', '后台', '发货', '单号', '十几', '天天', '发货']",大半年 ERP 显示 发货 Shopee 后台 发货 单号 十几 天天 发货,0.0,负面,其他使用体验,1.0,物流同步与回传
R0129,官方社区,2025-05-19,4.0,order_sync,订单漏单/同步延迟,0,真的服了，全平台订单一个工作台处理，不用来回切后台，效率翻倍！！！,"['订单', '工作台', '处理', '不用', '来回', '后台', '效率', '翻倍']",订单 工作台 处理 不用 来回 后台 效率 翻倍,0.024,负面,其他使用体验,4.0,订单同步与处理
R0968,App Store,2025-07-15,1.0,logistics,物流单号同步慢/回传失败,0,客观说一句，换极兔之后单号经常回传失败，要手动一个个补，退款退到麻木,"['换极', '回传失败', '一个个', '退款', '麻木']",换极 回传失败 一个个 退款 麻木,0.339,负面,客服与工单,1.0,物流同步与回传
R0170,小红书,2025-03-27,2.0,pricing,价格与收费争议,0,用了大半年，年费比去年贵了将近三成，功能还是那些功能，买家天天催发货！！！,"['大半年', '年费', '去年', '近三成', '那些', '天天', '发货']",大半年 年费 去年 近三成 那些 天天 发货,0.164,负面,其他使用体验,2.0,价格与收费
R1025,App Store,2025-05-19,5.0,logistics,物流单号同步慢/回传失败,0,用了大半年，云帆对接的物流渠道是真的全，云途一键下单打单很顺 。。。,"['大半年', '云帆', '对接', '物流', '渠道', '云途', '一键', '单打']",大半年 云帆 对接 物流 渠道 云途 一键 单打,0.7,正面,其他使用体验,5.0,物流同步与回传
R1039,App Store,2025-04-28,1.0,logistics,物流单号同步慢/回传失败,0,小卖家一枚，换4PX之后单号经常回传失败，要手动一个个补，平台扣分扣到肉疼，老板已经在问我了。。。,"['一枚', '4PX', '回传失败', '一个个']",一枚 4PX 回传失败 一个个,0.005,负面,客服与工单,1.0,物流同步与回传
R0030,华为应用市场,2025-04-08,1.0,finance,对账与财务能力弱,0,老用户说句公道话，对账功能太弱，TikTok Shop扣费明细对不上，最后还是得做Excel，大促根本不敢放量，有用点个赞,"['说句', '对账', '太弱', 'TikTok', 'Shop', '扣费', '明细', '对不上', '最后', 'Excel', '点个']",说句 对账 太弱 TikTok Shop 扣费 明细 对不上 最后 Excel 点个,0.616,正面,客服与工单,1.0,财务对账
R0216,知乎,2025-08-22,5.0,onboarding,上手成本高/引导不足,1,Shopee授权令牌过期了怎么重新授权？订单会漏吗？,"['Shopee', '授权', '令牌', '过期', '重新', '授权', '订单', '会漏']",Shopee 授权 令牌 过期 重新 授权 订单 会漏,0.017,负面,其他使用体验,5.0,订单同步与处理
R0111,华为应用市场,2025-05-19,1.0,finance,对账与财务能力弱,0,月结账单导出来格式乱七八糟，还要二次整理，仓库白忙一场，大家注意避坑🤦,"['结账', '导出来', '格式', '乱七八糟', '还要', '二次', '整理', '仓库', '白忙', '一场']",结账 导出来 格式 乱七八糟 还要 二次 整理 仓库 白忙 一场,0.0,负面,客服与工单,1.0,财务对账
R0108,App Store,2025-04-17,2.0,support,客服响应慢/处理周期长,0,客观说一句，承诺的回电等了半天没人联系我，有用点个赞,"['承诺', '回电', '联系', '点个']",承诺 回电 联系 点个,0.189,负面,其他使用体验,2.0,客服与工单
R0350,小米应用商店,2025-05-09,5.0,onboarding,上手成本高/引导不足,0,小卖家一枚，实施顾问很耐心，七天陪跑首单就跑通了，比想象顺利,"['一枚', '实施', '顾问', '耐心', '七天', '首单', '想象', '顺利']",一枚 实施 顾问 耐心 七天 首单 想象 顺利,0.991,正面,客服与工单,5.0,上手与培训
R0542,官方社区,2025-07-12,1.0,inventory,多平台库存不同步/超卖,0,说实话，安全库存设了不提醒，断货三天才发现,"['说实话', '安全库存', '提醒', '断货', '三天']",说实话 安全库存 提醒 断货 三天,0.011,负面,客服与工单,1.0,多平台库存/超卖
R0380,官方社区,2025-06-19,2.0,inventory,多平台库存不同步/超卖,0,采购在途数量经常算错，备货多备了一倍资金全压货上,"['采购', '数量', '算错', '备货', '多备', '一倍', '资金', '压货']",采购 数量 算错 备货 多备 一倍 资金 压货,0.052,负面,多平台库存/超卖,2.0,多平台库存/超卖
R0110,App Store,2025-08-21,2.0,stability,系统卡顿/大促不稳定,0,客观说一句，手机端更夸张，查个订单能闪退十几次，买家天天催发货！！！,"['夸张', '查个', '订单', '闪退', '十几次', '天天', '发货']",夸张 查个 订单 闪退 十几次 天天 发货,0.0,负面,价格与收费,2.0,订单同步与处理
R0544,华为应用市场,2025-06-27,4.0,onboarding,上手成本高/引导不足,0,功能全但也复杂，建议找人带一下，自己摸索成本高,"['复杂', '找人带', '摸索', '成本']",复杂 找人带 摸索 成本,0.422,中性,其他使用体验,4.0,上手与培训
R0631,官方社区,2025-04-23,1.0,finance,对账与财务能力弱,0,旺季实测，退款和赔付没有单独核算，利润总是差一截 有没有同款情况的卖家,"['退款', '赔付', '没有', '单独', '核算', '利润', '总是', '差一截', '有没有']",退款 赔付 没有 单独 核算 利润 总是 差一截 有没有,0.001,负面,客服与工单,1.0,财务对账
R0349,App Store,2025-06-02,2.0,onboarding,上手成本高/引导不足,0,求助，帮助中心像产品说明书，没有实操案例看完还是不会,"['帮助', '中心', '产品', '说明书', '没有', '实操', '案例', '不会']",帮助 中心 产品 说明书 没有 实操 案例 不会,0.156,负面,客服与工单,2.0,上手与培训
R0282,App Store,2025-07-22,3.0,praise,正向评价,0,用了大半年，整体满意，小毛病有但迭代能看到在改，继续加油，老板已经在问我了无语了,"['大半年', '无语']",大半年 无语,0.818,正面,客服与工单,3.0,正向评价
R0301,小红书,2025-08-12,3.0,order_sync,订单漏单/同步延迟,0,小卖家一枚，漏单遇到过两次，重跑同步就好，希望能自动重试,"['一枚', '漏单', '遇到', '两次', '重跑', '同步', '希望', '重试']",一枚 漏单 遇到 两次 重跑 同步 希望 重试,0.326,负面,多平台库存/超卖,3.0,订单同步与处理
R0065,App Store,2025-04-25,5.0,logistics,物流单号同步慢/回传失败,0,求助，批量打单加自动回传，旺季一天三千单也没出错 有没有同款情况的卖家,"['批量', '打单', '回传', '一天', '三千', '出错', '有没有']",批量 打单 回传 一天 三千 出错 有没有,0.007,负面,其他使用体验,5.0,物流同步与回传
R0086,知乎,2025-05-16,1.0,inventory,多平台库存不同步/超卖,0,客观说一句，可售库存和可用库存两个口径把新运营绕晕了，半夜还在手动补 有没有同款情况的卖家,"['可售', '库存', '可用', '库存', '两个', '口径', '运营', '绕晕', '有没有']",可售 库存 可用 库存 两个 口径 运营 绕晕 有没有,0.002,负面,客服与工单,1.0,多平台库存/超卖
R0207,小红书,2025-05-15,2.0,logistics,物流单号同步慢/回传失败,0,真的服了，自定义物流渠道配了几十次都不生效，文档也写不清楚，退款退到麻木，大家注意避坑,"['自定义', '物流', '渠道', '几十次', '生效', '文档', '清楚', '退款', '麻木']",自定义 物流 渠道 几十次 生效 文档 清楚 退款 麻木,0.002,负面,其他使用体验,2.0,物流同步与回传
R0650,小米应用商店,2025-05-09,1.0,support,客服响应慢/处理周期长,0,客观说一句，报错了找客服来回踢皮球，两天没解决，买家天天催发货！！！,"['报错', '客服', '来回', '踢皮球', '解决', '天天', '发货']",报错 客服 来回 踢皮球 解决 天天 发货,0.0,负面,其他使用体验,1.0,客服与工单
R0320,小红书,2025-03-16,2.0,support,客服响应慢/处理周期长,0,说实话，续费之前天天嘘寒问暖，出问题人都找不到，老板已经在问我了,"['说实话', '续费', '天天', '嘘寒问暖', '不到']",说实话 续费 天天 嘘寒问暖 不到,0.112,负面,其他使用体验,2.0,未分类
R0271,小米应用商店,2025-03-28,1.0,onboarding,上手成本高/引导不足,0,真的服了，字段命名不接地气，SKU映射SPU映射小卖家根本听不懂，大促根本不敢放量 有没有同款情况的卖家,"['命名', '接地', 'SKU', '映射', 'SPU', '映射', '听不懂', '有没有']",命名 接地 SKU 映射 SPU 映射 听不懂 有没有,0.011,负面,价格与收费,1.0,未分类
R0601,知乎,2025-05-09,1.0,inventory,多平台库存不同步/超卖,0,求助，安全库存设了不提醒，断货两天才发现，光这个每月损失不少钱,"['安全库存', '提醒', '断货']",安全库存 提醒 断货,0.0,负面,客服与工单,1.0,多平台库存/超卖
R0566,官方社区,2025-03-26,5.0,praise,正向评价,0,旺季实测，多店铺多平台统一管理，虾皮扩店一点不慌！！！,"['统一', '管理', '虾皮', '扩店', '一点']",统一 管理 虾皮 扩店 一点,0.052,负面,物流同步与回传,5.0,正向评价
R0672,小红书,2025-08-15,3.0,support,客服响应慢/处理周期长,0,客服态度还行就是专业度参差，复杂问题得等他们问技术，老板已经在问我了,"['客服', '态度', '参差', '复杂', '技术']",客服 态度 参差 复杂 技术,0.006,负面,其他使用体验,3.0,客服与工单
R0193,小红书,2025-03-18,5.0,praise,正向评价,0,说实话，手机端查订单看数据方便，出差也能盯店铺 有没有同款情况的卖家😤,"['说实话', '端查', '订单', '数据', '方便', '出差', '有没有']",说实话 端查 订单 数据 方便 出差 有没有,0.011,负面,价格与收费,5.0,订单同步与处理
R0259,华为应用市场,2025-08-02,1.0,stability,系统卡顿/大促不稳定,0,页面加载慢得像拨号上网，打开库存页要等十几秒，差评警告，老板已经在问我了,"['页面', '加载', '慢得', '拨号上网', '打开', '库存', '十几秒', '差评', '警告']",页面 加载 慢得 拨号上网 打开 库存 十几秒 差评 警告,0.0,负面,其他使用体验,1.0,多平台库存/超卖
R0244,官方社区,2025-05-30,2.0,logistics,物流单号同步慢/回传失败,0,旺季实测，换云途之后单号经常回传失败，要手动一个个补，老板已经在问我了,"['换云途', '回传失败', '一个个']",换云途 回传失败 一个个,0.397,负面,客服与工单,2.0,物流同步与回传
R0988,华为应用市场,2025-05-26,4.0,onboarding,上手成本高/引导不足,1,新手第一次用应该先学哪几个模块？有没有操作顺序建议？,"['新手', '第一次', '先学', '哪几个', '模块', '有没有', '操作', '顺序']",新手 第一次 先学 哪几个 模块 有没有 操作 顺序,0.046,负面,其他使用体验,4.0,上手与培训
R0713,小红书,2025-03-17,3.0,praise,正向评价,0,求助，中规中矩不出错，跨境工具里算第一梯队，有用点个赞,"['中规中矩', '出错', '跨境', '工具', '里算', '第一', '梯队', '点个']",中规中矩 出错 跨境 工具 里算 第一 梯队 点个,0.996,正面,其他使用体验,3.0,正向评价
R0237,官方社区,2025-06-09,3.0,praise,正向评价,0,小卖家一枚，整体满意，小毛病有但迭代能看到在改，继续加油，有用点个赞,"['一枚', '点个']",一枚 点个,0.999,正面,客服与工单,3.0,正向评价
R0699,App Store,2025-03-19,2.0,inventory,多平台库存不同步/超卖,0,求助，FBA仓和自营仓库存分开看，每次都要自己加总，差评警告，有用点个赞,"['FBA', '自营', '仓库', '分开', '每次', '加总', '差评', '警告', '点个']",FBA 自营 仓库 分开 每次 加总 差评 警告 点个,0.033,负面,客服与工单,2.0,多平台库存/超卖
R0124,小红书,2025-07-22,1.0,logistics,物流单号同步慢/回传失败,0,说实话，Temu订单换了跟踪号之后系统里不同步，轨迹直接断掉,"['说实话', 'Temu', '订单', '跟踪', '同步', '轨迹', '断掉']",说实话 Temu 订单 跟踪 同步 轨迹 断掉,0.026,负面,客服与工单,1.0,物流同步与回传
R1019,App Store,2025-07-04,1.0,finance,对账与财务能力弱,0,真的服了，财务模块学习成本高，会计研究一周说不如手工表！！！ 我也遇到了,"['财务', '模块', '学习', '成本', '会计', '一周', '不如', '手工', '遇到']",财务 模块 学习 成本 会计 一周 不如 手工 遇到,0.59,中性,物流同步与回传,1.0,财务对账
