customer_id,industry,company_size,plan,seats,annual_amount,signup_date,contract_end,account_manager,archetype,renewal_status,health,tier,logins,active_accounts,seats_m,tickets,avg_resolve_hours,csat,active_modules
C0358,3C电子,小微卖家,旗舰版,9,3240,2022-07-08,2025-03-28,林一,healthy,已续约,77.9,关注,74,6,9,1,15.0,4.3,9
C0359,家居园艺,中型卖家,基础版,42,5040,2022-10-09,2025-07-28,林一,gradual_decline,已续约,29.8,高风险,70,11,42,12,6.0,3.1,2
C0360,服饰鞋包,中型卖家,旗舰版,53,19080,2022-11-29,2025-06-28,苏芮,healthy,已续约,75.4,关注,590,42,53,4,9.1,4.6,9
C0361,3C电子,小微卖家,专业版,6,1320,2024-05-03,2025-04-28,苏芮,healthy,已续约,79.2,关注,44,5,6,0,0.0,,9
C0362,3C电子,大卖/品牌方,专业版,67,14740,2022-03-22,2025-04-28,黄炬,sudden_churn,未续约,23.7,高风险,0,0,67,0,0.0,,0
C0363,母婴玩具,小微卖家,专业版,5,1100,2023-11-23,2025-05-28,苏芮,login_cliff,已续约,23.8,高风险,0,0,5,2,30.9,,2
C0364,家居园艺,中型卖家,旗舰版,36,12960,2022-05-16,2025-06-20,黄炬,healthy,已续约,72.7,关注,245,28,36,2,6.7,4.4,9
C0365,家居园艺,大卖/品牌方,专业版,65,14300,2024-04-06,2025-07-15,陈璐,login_cliff,未续约,13.0,高风险,0,2,65,0,0.0,,0
C0366,服饰鞋包,小微卖家,专业版,8,1760,2023-02-21,2025-05-28,苏芮,healthy,已续约,81.3,健康,61,7,8,1,10.1,4.2,9
C0367,服饰鞋包,小微卖家,基础版,9,1080,2023-12-27,2025-08-28,苏芮,healthy,已续约,82.6,健康,80,7,9,1,8.3,4.3,9
C0368,3C电子,中型卖家,专业版,23,5060,2022-08-02,2025-05-28,周衡,healthy,已续约,81.1,健康,180,17,23,3,20.0,4.3,9
C0369,3C电子,中型卖家,旗舰版,20,7200,2022-08-31,2025-03-28,苏芮,login_cliff,未续约,23.7,高风险,0,0,20,0,0.0,,0
C0370,3C电子,中型卖家,专业版,53,11660,2022-11-20,2025-06-28,陈璐,ticket_storm,未续约,12.8,高风险,0,0,53,0,0.0,,0
C0371,工业品,小微卖家,基础版,13,1560,2023-03-30,2025-03-28,周衡,healthy,已续约,83.6,健康,126,10,13,0,0.0,,9
C0372,美妆个护,中型卖家,专业版,38,8360,2024-03-14,2025-05-20,陈璐,healthy,已续约,85.2,健康,357,31,38,4,7.9,4.3,9
C0373,家居园艺,小微卖家,基础版,8,960,2023-04-26,2025-08-28,苏芮,healthy,已续约,84.3,健康,58,6,8,2,7.0,,9
C0374,工业品,小微卖家,专业版,18,3960,2023-03-15,2025-05-28,陈璐,ticket_storm,未续约,23.7,高风险,0,0,18,0,0.0,,0
C0375,家居园艺,小微卖家,旗舰版,8,2880,2023-11-18,2025-03-28,林一,gradual_decline,未续约,23.7,高风险,0,0,8,0,0.0,,0
C0376,户外运动,小微卖家,旗舰版,18,6480,2023-10-16,2025-03-28,林一,ticket_storm,已续约,50.5,高风险,98,9,18,6,23.9,2.2,8
C0377,美妆个护,中型卖家,专业版,47,10340,2024-03-13,2025-07-20,周衡,healthy,已续约,72.1,关注,393,36,47,12,12.8,4.5,9
C0378,服饰鞋包,中型卖家,旗舰版,22,7920,2023-06-13,2025-04-15,周衡,healthy,已续约,82.9,健康,231,16,22,3,11.3,4.6,10
C0379,户外运动,大卖/品牌方,基础版,103,12360,2022-01-06,2025-04-15,周衡,login_cliff,未续约,14.2,高风险,0,0,103,0,0.0,,0
C0380,家居园艺,中型卖家,基础版,39,4680,2022-12-30,2025-08-28,苏芮,healthy,已续约,69.7,关注,263,29,39,6,12.9,4.7,9
C0381,美妆个护,中型卖家,专业版,43,9460,2022-09-14,2025-12-15,苏芮,gradual_decline,待续约,32.8,高风险,80,13,43,8,10.5,,2
C0382,家居园艺,中型卖家,基础版,24,2880,2022-09-03,2025-12-28,黄炬,login_cliff,待续约,33.3,高风险,19,4,24,7,18.5,2.4,4
C0383,美妆个护,小微卖家,专业版,18,3960,2022-06-13,2025-09-28,苏芮,sudden_churn,待续约,20.5,高风险,0,0,18,1,32.4,1.9,1
C0384,母婴玩具,中型卖家,专业版,31,6820,2022-11-01,2025-11-28,黄炬,healthy,待续约,80.1,健康,208,23,31,5,9.8,4.4,8
C0385,户外运动,中型卖家,基础版,54,6480,2022-10-25,2025-09-15,林一,healthy,待续约,72.9,关注,436,42,54,10,3.8,4.7,9
C0386,3C电子,小微卖家,旗舰版,10,3600,2023-03-31,2025-12-28,黄炬,healthy,待续约,79.4,关注,57,7,10,2,10.0,4.3,9
C0387,服饰鞋包,中型卖家,基础版,24,2880,2024-01-23,2025-12-20,黄炬,healthy,待续约,85.1,健康,231,19,24,4,6.2,4.5,9
C0388,3C电子,中型卖家,旗舰版,27,9720,2022-12-28,2025-09-28,黄炬,healthy,待续约,83.6,健康,204,20,27,5,16.6,4.3,9
C0389,汽摩配件,中型卖家,专业版,56,12320,2023-08-02,2025-09-15,黄炬,healthy,待续约,74.8,关注,352,43,56,12,16.0,4.5,9
C0390,家居园艺,小微卖家,专业版,16,3520,2024-05-05,2025-10-20,苏芮,healthy,待续约,85.2,健康,137,13,16,1,12.2,4.3,9
C0391,3C电子,大卖/品牌方,旗舰版,87,31320,2022-02-20,2025-11-15,苏芮,healthy,待续约,72.7,关注,576,69,87,12,4.1,4.6,9
C0392,家居园艺,小微卖家,基础版,8,960,2022-03-29,2025-11-28,陈璐,healthy,待续约,79.1,关注,44,6,8,0,0.0,,9
C0393,3C电子,小微卖家,专业版,17,3740,2024-06-14,2025-09-28,林一,ticket_storm,待续约,57.6,高风险,67,8,17,9,17.7,2.3,8
C0394,家居园艺,小微卖家,专业版,9,1980,2024-03-31,2025-10-28,黄炬,healthy,待续约,79.5,关注,80,6,9,1,13.6,4.7,9
C0395,汽摩配件,中型卖家,专业版,56,12320,2023-04-30,2025-11-15,苏芮,healthy,待续约,67.2,关注,293,38,56,16,10.0,4.4,9
C0396,美妆个护,小微卖家,旗舰版,18,6480,2023-06-12,2025-09-15,林一,healthy,待续约,80.0,健康,199,14,18,4,10.3,4.7,8
C0397,3C电子,中型卖家,专业版,35,7700,2022-01-01,2025-10-28,陈璐,healthy,待续约,70.2,关注,211,25,35,5,12.6,,9
C0398,服饰鞋包,中型卖家,基础版,21,2520,2024-05-22,2025-10-28,苏芮,healthy,待续约,84.3,健康,166,17,21,3,6.9,4.6,9
C0399,服饰鞋包,中型卖家,专业版,32,7040,2022-04-09,2025-11-15,黄炬,healthy,待续约,67.1,关注,227,23,32,6,10.5,4.5,9
C0400,服饰鞋包,中型卖家,基础版,29,3480,2022-08-25,2025-10-28,黄炬,ticket_storm,待续约,48.4,高风险,103,14,29,17,9.5,2.4,8
C0401,美妆个护,中型卖家,专业版,21,4620,2022-08-12,2025-11-15,苏芮,healthy,待续约,78.6,关注,196,15,21,3,2.2,4.4,8
C0402,服饰鞋包,小微卖家,基础版,11,1320,2023-08-13,2025-09-20,陈璐,healthy,待续约,84.6,健康,96,9,11,1,13.2,4.2,9
C0403,家居园艺,中型卖家,专业版,20,4400,2022-11-30,2025-11-28,苏芮,gradual_decline,待续约,43.0,高风险,40,6,20,5,9.6,3.0,2
C0404,美妆个护,大卖/品牌方,基础版,73,8760,2024-04-13,2025-10-28,陈璐,healthy,待续约,74.6,关注,793,61,73,6,12.8,4.3,9
C0405,3C电子,小微卖家,基础版,17,2040,2023-06-26,2025-10-20,陈璐,healthy,待续约,84.0,健康,153,15,17,2,8.6,,9
C0406,3C电子,中型卖家,基础版,54,6480,2023-11-22,2025-11-20,苏芮,sudden_churn,待续约,11.6,高风险,1,1,54,12,15.5,1.9,1
C0407,3C电子,小微卖家,旗舰版,14,5040,2023-03-23,2025-09-28,周衡,healthy,待续约,80.8,健康,99,10,14,2,18.9,4.1,9
C0408,汽摩配件,大卖/品牌方,基础版,143,17160,2023-08-24,2025-11-28,苏芮,healthy,待续约,68.5,关注,1143,105,143,12,13.7,4.2,9
C0409,3C电子,小微卖家,专业版,16,3520,2023-12-25,2025-09-15,苏芮,recovered,待续约,83.8,健康,156,13,16,1,4.6,4.6,8
C0410,服饰鞋包,大卖/品牌方,专业版,112,24640,2023-03-20,2025-10-15,林一,healthy,待续约,69.0,关注,962,85,112,8,12.3,4.0,9
C0411,家居园艺,小微卖家,旗舰版,9,3240,2023-05-18,2025-12-20,黄炬,ticket_storm,待续约,59.8,高风险,47,4,9,6,46.7,2.6,8
C0412,母婴玩具,大卖/品牌方,基础版,118,14160,2024-04-18,2025-12-28,林一,healthy,待续约,71.6,关注,1083,86,118,20,19.6,4.6,9
C0413,家居园艺,小微卖家,基础版,11,1320,2023-08-26,2025-09-20,林一,healthy,待续约,86.2,健康,114,9,11,0,0.0,,9
C0414,家居园艺,大卖/品牌方,专业版,129,28380,2023-04-14,2025-09-28,陈璐,healthy,待续约,71.1,关注,1461,96,129,14,4.4,3.8,9
C0415,服饰鞋包,中型卖家,基础版,38,4560,2023-10-04,2025-11-20,苏芮,sudden_churn,待续约,11.8,高风险,1,1,38,2,11.0,2.0,1
C0416,家居园艺,大卖/品牌方,基础版,142,17040,2024-03-04,2025-10-15,黄炬,healthy,待续约,69.2,关注,1174,96,142,28,5.6,4.7,9
C0417,美妆个护,中型卖家,旗舰版,51,18360,2022-06-09,2025-10-28,黄炬,healthy,待续约,68.2,关注,335,36,51,4,7.5,3.9,9
C0418,户外运动,中型卖家,旗舰版,28,10080,2022-12-21,2025-10-28,周衡,login_cliff,待续约,21.6,高风险,0,0,28,6,13.1,2.6,1
C0419,服饰鞋包,中型卖家,基础版,24,2880,2024-04-01,2025-10-28,陈璐,healthy,待续约,83.6,健康,139,20,24,4,13.3,4.3,9
C0420,家居园艺,中型卖家,旗舰版,44,15840,2022-03-05,2025-11-28,陈璐,healthy,待续约,76.1,关注,431,39,44,13,12.3,4.6,9
C0421,美妆个护,小微卖家,基础版,12,1440,2023-03-25,2025-10-28,周衡,gradual_decline,待续约,38.9,高风险,13,3,12,1,23.8,2.8,2
C0422,家居园艺,中型卖家,专业版,47,10340,2023-11-03,2025-09-28,苏芮,healthy,待续约,74.5,关注,481,39,47,9,7.5,4.7,9
C0423,母婴玩具,小微卖家,专业版,17,3740,2023-08-22,2025-10-15,苏芮,healthy,待续约,83.0,健康,172,13,17,1,6.0,4.8,9
C0424,服饰鞋包,中型卖家,基础版,39,4680,2023-04-06,2025-09-20,陈璐,healthy,待续约,68.2,关注,392,28,39,9,4.0,4.3,9
C0425,母婴玩具,大卖/品牌方,旗舰版,98,35280,2022-06-11,2025-09-20,黄炬,healthy,待续约,71.2,关注,525,76,98,13,6.2,4.5,8
C0426,3C电子,小微卖家,旗舰版,17,6120,2023-09-12,2025-11-28,林一,healthy,待续约,83.3,健康,158,13,17,3,7.8,3.9,9
C0427,母婴玩具,中型卖家,专业版,35,7700,2023-04-02,2025-12-28,陈璐,healthy,待续约,75.3,关注,416,29,35,8,11.4,4.2,9
C0428,3C电子,中型卖家,旗舰版,22,7920,2022-08-11,2025-10-28,黄炬,healthy,待续约,81.2,健康,188,16,22,3,8.8,4.0,9
C0429,母婴玩具,小微卖家,专业版,7,1540,2023-04-19,2025-12-28,林一,healthy,待续约,79.6,关注,46,5,7,2,9.3,3.7,9
C0430,家居园艺,中型卖家,专业版,30,6600,2022-11-16,2025-11-28,周衡,healthy,待续约,77.9,关注,314,22,30,7,5.6,5.0,9
C0431,户外运动,中型卖家,基础版,26,3120,2022-05-24,2025-10-28,黄炬,healthy,待续约,83.5,健康,289,21,26,2,5.4,4.5,9
C0432,3C电子,小微卖家,专业版,5,1100,2022-10-28,2025-11-28,周衡,healthy,待续约,81.5,健康,46,4,5,1,12.6,4.8,8
C0433,3C电子,中型卖家,专业版,38,8360,2022-03-25,2025-11-20,林一,healthy,待续约,84.1,健康,293,30,38,8,11.4,4.2,9
C0434,母婴玩具,小微卖家,专业版,17,3740,2022-11-21,2025-10-15,林一,healthy,待续约,83.7,健康,210,14,17,3,10.0,4.7,9
C0435,3C电子,中型卖家,基础版,28,3360,2024-05-01,2025-09-28,苏芮,healthy,待续约,79.3,关注,150,19,28,3,8.4,3.7,9
C0436,母婴玩具,小微卖家,旗舰版,11,3960,2023-12-19,2025-12-20,周衡,healthy,待续约,78.1,关注,88,8,11,0,0.0,,9
C0437,美妆个护,中型卖家,专业版,47,10340,2023-11-07,2025-12-15,林一,healthy,待续约,69.9,关注,474,36,47,6,4.0,4.7,9
C0438,服饰鞋包,小微卖家,旗舰版,12,4320,2023-02-05,2025-09-15,林一,healthy,待续约,85.4,健康,79,10,12,1,19.7,4.3,9
C0439,工业品,小微卖家,专业版,17,3740,2022-07-16,2025-12-28,林一,gradual_decline,待续约,37.6,高风险,27,4,17,3,8.5,3.0,2
C0440,户外运动,小微卖家,专业版,13,2860,2023-04-08,2025-09-28,周衡,healthy,待续约,83.6,健康,136,11,13,2,10.5,4.3,9
C0441,3C电子,小微卖家,专业版,7,1540,2022-07-18,2025-10-28,陈璐,healthy,待续约,78.9,关注,70,5,7,0,0.0,,9
C0442,美妆个护,中型卖家,专业版,43,9460,2024-04-21,2025-10-28,周衡,healthy,待续约,84.0,健康,426,35,43,0,0.0,,9
C0443,3C电子,中型卖家,旗舰版,53,19080,2023-12-29,2025-12-28,周衡,ticket_storm,待续约,51.7,高风险,217,26,53,17,58.3,2.5,8
C0444,美妆个护,小微卖家,专业版,16,3520,2023-11-25,2025-10-20,林一,healthy,待续约,79.1,关注,92,11,16,1,9.0,4.8,9
C0445,3C电子,中型卖家,基础版,39,4680,2022-09-07,2025-09-15,陈璐,healthy,待续约,79.2,关注,276,29,39,6,12.5,4.5,9
C0446,户外运动,小微卖家,基础版,5,600,2022-02-10,2025-09-20,陈璐,sudden_churn,待续约,21.4,高风险,0,0,5,0,0.0,,1
C0447,3C电子,小微卖家,专业版,15,3300,2023-04-15,2025-10-15,周衡,healthy,待续约,80.0,健康,89,11,15,2,14.2,4.5,9
C0448,服饰鞋包,大卖/品牌方,基础版,127,15240,2023-09-04,2025-11-28,黄炬,healthy,待续约,74.5,关注,1615,97,127,9,15.8,4.5,9
C0449,工业品,中型卖家,专业版,58,12760,2022-08-09,2025-09-20,黄炬,healthy,待续约,71.8,关注,691,46,58,6,9.0,4.3,9
C0450,户外运动,小微卖家,专业版,13,2860,2023-02-21,2025-09-20,苏芮,healthy,待续约,83.4,健康,75,10,13,0,0.0,,9
C0451,美妆个护,中型卖家,基础版,47,5640,2023-04-16,2025-10-15,林一,healthy,待续约,71.4,关注,293,35,47,4,6.4,,8
C0452,户外运动,小微卖家,基础版,16,1920,2022-08-09,2025-12-28,陈璐,ticket_storm,待续约,59.2,高风险,92,8,16,8,30.1,2.2,8
C0453,服饰鞋包,小微卖家,专业版,13,2860,2023-10-10,2025-10-15,陈璐,healthy,待续约,77.8,关注,100,9,13,0,0.0,,9
C0454,服饰鞋包,中型卖家,基础版,41,4920,2023-11-14,2025-10-20,周衡,healthy,待续约,73.1,关注,256,31,41,8,10.3,4.4,9
C0455,服饰鞋包,中型卖家,专业版,46,10120,2024-05-31,2025-10-15,周衡,gradual_decline,待续约,31.3,高风险,68,13,46,12,8.7,3.1,2
C0456,服饰鞋包,小微卖家,基础版,17,2040,2022-04-22,2025-12-28,苏芮,healthy,待续约,81.2,健康,176,14,17,3,16.7,4.6,9
C0457,汽摩配件,小微卖家,专业版,13,2860,2024-03-12,2025-10-28,林一,healthy,待续约,81.8,健康,134,11,13,0,0.0,,9
C0458,服饰鞋包,小微卖家,基础版,6,720,2022-09-05,2025-09-28,陈璐,healthy,待续约,84.4,健康,60,5,6,2,13.1,4.1,9
C0459,3C电子,小微卖家,基础版,12,1440,2022-10-11,2025-11-28,陈璐,healthy,待续约,79.9,关注,96,9,12,2,12.8,4.4,9
C0460,家居园艺,小微卖家,基础版,12,1440,2024-04-27,2025-10-28,苏芮,healthy,待续约,85.3,健康,146,10,12,0,0.0,,9
C0461,3C电子,大卖/品牌方,专业版,72,15840,2023-08-04,2025-11-28,黄炬,gradual_decline,待续约,33.0,高风险,151,22,72,24,6.8,,2
C0462,3C电子,大卖/品牌方,基础版,146,17520,2023-07-15,2025-11-28,林一,healthy,待续约,74.7,关注,1425,118,146,20,4.4,4.2,9
C0463,汽摩配件,小微卖家,旗舰版,10,3600,2023-03-10,2025-10-15,苏芮,healthy,待续约,83.2,健康,82,8,10,1,7.8,4.6,8
C0464,工业品,小微卖家,旗舰版,10,3600,2023-05-27,2025-11-15,黄炬,healthy,待续约,82.6,健康,98,9,10,1,17.9,4.0,9
C0465,家居园艺,中型卖家,专业版,25,5500,2022-10-25,2025-09-20,陈璐,healthy,待续约,84.1,健康,219,20,25,2,17.0,4.4,9
C0466,母婴玩具,小微卖家,专业版,16,3520,2024-06-18,2025-11-28,黄炬,gradual_decline,待续约,40.9,高风险,22,5,16,8,7.0,3.2,2
C0467,美妆个护,小微卖家,专业版,7,1540,2022-08-18,2025-11-28,周衡,healthy,待续约,76.3,关注,42,5,7,2,16.5,3.9,9
C0468,服饰鞋包,中型卖家,专业版,43,9460,2022-07-06,2025-12-28,苏芮,healthy,待续约,81.6,健康,379,33,43,5,16.7,3.9,9
C0469,美妆个护,中型卖家,基础版,55,6600,2023-10-03,2025-09-20,陈璐,healthy,待续约,70.6,关注,487,37,55,14,11.9,,9
C0470,3C电子,大卖/品牌方,基础版,73,8760,2024-01-04,2025-12-28,苏芮,healthy,待续约,68.7,关注,595,54,73,5,3.4,4.4,9
C0471,服饰鞋包,小微卖家,专业版,9,1980,2022-01-19,2025-12-15,黄炬,gradual_decline,待续约,41.1,高风险,23,3,9,1,6.2,3.0,2
C0472,3C电子,中型卖家,基础版,38,4560,2024-04-02,2025-12-28,林一,healthy,待续约,74.8,关注,408,32,38,7,4.6,,9
C0473,3C电子,小微卖家,基础版,10,1200,2023-09-05,2025-12-28,苏芮,healthy,待续约,84.0,健康,88,8,10,2,20.8,4.3,9
C0474,工业品,小微卖家,专业版,6,1320,2022-08-20,2025-12-28,陈璐,healthy,待续约,82.3,健康,81,5,6,0,0.0,,9
C0475,服饰鞋包,中型卖家,基础版,32,3840,2022-08-18,2025-10-28,苏芮,healthy,待续约,66.8,关注,312,23,32,7,11.8,4.8,9
C0476,3C电子,大卖/品牌方,专业版,100,22000,2024-01-08,2025-09-15,苏芮,healthy,待续约,68.4,关注,516,70,100,19,10.5,4.4,9
C0477,户外运动,大卖/品牌方,专业版,131,28820,2024-01-17,2025-10-15,林一,healthy,待续约,68.2,关注,720,95,131,10,4.9,4.3,9
C0478,美妆个护,小微卖家,基础版,12,1440,2022-02-24,2025-12-28,黄炬,healthy,待续约,76.7,关注,110,9,12,1,11.5,,8
C0479,美妆个护,中型卖家,专业版,26,5720,2022-05-07,2025-10-20,周衡,healthy,待续约,68.4,关注,226,19,26,0,0.0,,9
C0480,家居园艺,中型卖家,专业版,25,5500,2022-07-09,2025-12-20,苏芮,sudden_churn,待续约,20.7,高风险,0,0,25,2,31.5,2.3,1
C0481,母婴玩具,中型卖家,基础版,23,2760,2022-09-10,2025-11-28,林一,healthy,待续约,72.4,关注,242,17,23,0,0.0,,9
C0482,户外运动,中型卖家,基础版,33,3960,2022-03-13,2025-12-15,陈璐,login_cliff,待续约,22.6,高风险,25,5,33,17,9.4,2.7,4
C0483,汽摩配件,中型卖家,专业版,31,6820,2023-04-21,2025-10-20,苏芮,healthy,待续约,74.1,关注,280,25,31,7,18.7,4.3,9
C0484,汽摩配件,小微卖家,基础版,11,1320,2022-07-31,2025-10-28,陈璐,healthy,待续约,79.7,关注,91,8,11,0,0.0,,9
C0485,家居园艺,中型卖家,基础版,49,5880,2023-01-09,2025-09-28,陈璐,healthy,待续约,73.2,关注,334,38,49,8,11.1,4.6,8
C0486,母婴玩具,中型卖家,基础版,38,4560,2023-12-12,2025-10-28,陈璐,healthy,待续约,80.8,健康,347,27,38,2,3.6,4.3,9
C0487,服饰鞋包,大卖/品牌方,专业版,85,18700,2023-10-08,2025-11-20,林一,healthy,待续约,75.4,关注,986,72,85,6,6.5,,9
C0488,3C电子,中型卖家,基础版,29,3480,2024-04-11,2025-11-15,周衡,healthy,待续约,82.2,健康,214,21,29,3,7.2,4.0,9
C0489,户外运动,大卖/品牌方,专业版,104,22880,2022-10-11,2025-11-15,黄炬,healthy,待续约,67.5,关注,947,73,104,4,8.6,4.6,8
C0490,服饰鞋包,大卖/品牌方,基础版,142,17040,2023-08-07,2025-09-15,苏芮,ticket_storm,待续约,50.4,高风险,638,71,142,88,23.5,2.2,8
C0491,家居园艺,中型卖家,基础版,44,5280,2024-01-30,2025-09-28,陈璐,gradual_decline,待续约,39.9,高风险,45,11,44,4,10.4,3.2,2
C0492,美妆个护,小微卖家,基础版,7,840,2024-03-05,2025-10-28,林一,recovered,待续约,82.2,健康,67,6,7,2,13.5,4.7,7
C0493,服饰鞋包,小微卖家,专业版,11,2420,2022-03-01,2025-10-28,林一,healthy,待续约,82.8,健康,98,9,11,2,9.9,4.6,9
C0494,工业品,中型卖家,专业版,23,5060,2024-02-22,2025-09-20,苏芮,healthy,待续约,79.6,关注,184,16,23,0,0.0,,9
C0495,美妆个护,中型卖家,基础版,33,3960,2022-08-03,2025-09-28,林一,healthy,待续约,72.8,关注,261,26,33,6,6.3,4.3,9
C0496,美妆个护,中型卖家,专业版,41,9020,2022-10-12,2025-12-28,周衡,healthy,待续约,77.9,关注,246,30,41,8,5.0,4.2,9
C0497,家居园艺,大卖/品牌方,旗舰版,105,37800,2022-06-02,2025-12-28,黄炬,healthy,待续约,73.7,关注,1130,92,105,10,5.0,4.4,9
C0498,工业品,中型卖家,基础版,30,3600,2022-03-17,2025-10-28,苏芮,gradual_decline,待续约,32.9,高风险,72,10,30,5,10.1,2.9,2
C0499,3C电子,大卖/品牌方,基础版,85,10200,2022-02-18,2025-12-15,苏芮,gradual_decline,待续约,31.4,高风险,172,25,85,23,16.5,3.3,2
C0500,美妆个护,中型卖家,基础版,48,5760,2023-08-05,2025-10-28,林一,healthy,待续约,69.6,关注,377,34,48,11,21.5,,9
